Name,Taxon_ID,Accession_Number,Length
Gallionellales bacterium CG_4_8_14_3_um_filter_54_18,1974014,PIX05271.1,648
Shewanella sp. CG12_big_fil_rev_8_21_14_0_65_47_15,1975537,PIW59777.1,639
Zetaproteobacteria bacterium CG12_big_fil_rev_8_21_14_0_65_54_13,1974126,PIW51217.1,645
Gallionellales bacterium CG03_land_8_20_14_0_80_55_15,1974017,PIV14942.1,567
Zetaproteobacteria bacterium CG23_combo_of_CG06-09_8_20_14_all_54_7,1974129,PIP01466.1,645
Shewanella xiamenensis,332186,WP_099457337.1,639
Shewanella xiamenensis,332186,PHY61991.1,639
Pseudomonas chlororaphis,587753,WP_097302471.1,646
Enterobacter sp. CC120223-11,1378073,WP_097164835.1,644
Pseudomonas,286,WP_097134485.1,646
Pseudomonas sp. LAMO17WK12:I10,1286371,SNY14569.1,646
Enterobacter sp. CC120223-11,1378073,SNY79461.1,644
Pseudomonas chlororaphis,587753,WP_096373347.1,646
Candidatus Dactylopiibacterium carminicum,857335,WP_095530268.1,641
Candidatus Dactylopiibacterium carminicum,857335,WP_095525903.1,641
Candidatus Dactylopiibacterium carminicum,857335,PAS95749.1,641
Candidatus Dactylopiibacterium carminicum,857335,PAS92615.1,641
Candidatus Dactylopiibacterium carminicum,857335,PAS91442.1,641
Pseudomonas sp. Irchel 3H3,2009038,WP_095170949.1,646
Pseudomonas,286,WP_095145627.1,646
Pseudomonas sp. Irchel s3h17,2009182,WP_095080207.1,646
Pseudomonas sp. NFPP07,1566213,WP_092418035.1,646
Pseudomonas sp. NFIX28,1566235,WP_092303218.1,646
Marinobacter gudaonensis,375760,WP_091988103.1,666
Marinobacter segnicrescens,430453,WP_091848762.1,678
Neptunomonas qingdaonensis,1045558,WP_090725934.1,647
Pseudomonas umsongensis,198618,OXR33231.1,646
Shewanella bicestrii,2018305,ASK70786.1,639
Shewanella sp. FDAARGOS_354,1930557,ASF16770.1,639
Pseudomonas aestusnigri,857252,WP_088273739.1,647
Shewanella sp. Shew256,1969376,WP_088212626.1,639
Pseudomonas aestusnigri,857252,OWL91319.1,647
Oleiphilus messinensis,141451,WP_087460210.1,671
Shewanella sp. SACH,1873135,OUS49964.1,639
Achromobacter marplatensis,470868,RBP09800.1,656
Achromobacter marplatensis,470868,RBP09796.1,658
Desulfobacter hydrogenophilus,2291,WP_111957823.1,644
Aeromonas veronii,654,WP_111899598.1,641
Achromobacter sp. HZ01,1416886,WP_111827274.1,642
Streptomyces cavourensis,67258,RBL87947.1,657
Pseudomonas sp. MWU13-2625,2071712,RBL67949.1,648
Aeromonas caviae,648,AXB08903.1,641
Aeromonas caviae,648,AXB06374.1,641
Aeromonas caviae,648,AXB02129.1,641
Pseudomonas sp. MWU12-2115,2071713,RBB96926.1,648
Achromobacter xylosoxidans,85698,AXA76715.1,660
Achromobacter xylosoxidans,85698,AXA76711.1,654
Achromobacter denitrificans,32002,SPT40932.1,648
Achromobacter denitrificans,32002,SPT40928.1,656
Citrobacter freundii,546,SQA82052.1,644
Leclercia adecarboxylata,83655,SPX63399.1,648
Aeromonas salmonicida,645,SPT67208.1,641
Lonsdalea populi,1172565,RAT78476.1,649
Lonsdalea populi,1172565,RAT76478.1,649
Lonsdalea populi,1172565,RAT70265.1,649
Lonsdalea populi,1172565,RAT70156.1,649
Lonsdalea populi,1172565,RAT66735.1,649
Lonsdalea populi,1172565,RAT63105.1,649
Lonsdalea populi,1172565,RAT60933.1,649
Lonsdalea populi,1172565,RAT55949.1,649
Lonsdalea populi,1172565,RAT52540.1,649
Lonsdalea populi,1172565,RAT51423.1,649
Lonsdalea populi,1172565,RAT45519.1,649
Lonsdalea populi,1172565,RAT44676.1,649
Lonsdalea populi,1172565,RAT43779.1,649
Lonsdalea populi,1172565,RAT36565.1,649
Lonsdalea populi,1172565,RAT34806.1,649
Lonsdalea populi,1172565,RAT32058.1,649
Lonsdalea populi,1172565,RAT26746.1,649
Lonsdalea populi,1172565,RAT24596.1,649
Lonsdalea populi,1172565,RAT23960.1,649
Lonsdalea populi,1172565,RAT19854.1,649
Lonsdalea quercina,71657,RAT16012.1,649
Lonsdalea quercina,71657,RAT14552.1,649
Pseudomonas sp. URMO17WK12:I7,1283290,RAS19616.1,648
Achromobacter sp. HZ01,1416886,RAP60037.1,642
Pseudomonas putida,303,RAM72008.1,648
Desulfobacter hydrogenophilus,2291,RAM01376.1,644
Aeromonas salmonicida,645,WP_111587660.1,641
Pseudomonas fluorescens,294,WP_111289523.1,648
Aeromonas salmonicida,645,RAJ09872.1,641
Pseudomonas fluorescens,294,RAI61883.1,648
Vibrio vulnificus,672,RAH34777.1,637
Pseudomonas sp. 2848,2183926,PZW80260.1,648
Vibrio coralliilyticus,190893,PAT70184.1,636
Vibrio anguillarum,55601,ASW83359.1,636
Pseudomonas aeruginosa,287,PAT57739.1,650
Pseudomonas aeruginosa,287,PAT53207.1,650
Pseudomonas aeruginosa,287,PAT47717.1,650
Pseudomonas aeruginosa,287,PAT17908.1,650
Vibrio metoecus,1481663,WP_095469754.1,636
Vibrio metoecus,1481663,WP_095456466.1,636
Vibrio cholerae,666,PAS46001.1,636
Vibrio cholerae,666,PAS42336.1,636
Vibrio cholerae,666,PAS37813.1,636
Vibrio cholerae,666,PAS35481.1,636
Vibrio cholerae,666,PAS30463.1,636
Vibrio cholerae,666,PAS25001.1,636
Vibrio cholerae,666,PAS23404.1,636
Vibrio cholerae,666,PAS18010.1,636
Vibrio cholerae,666,PAS12847.1,636
Vibrio cholerae,666,PAS09428.1,636
Vibrio cholerae,666,PAS06149.1,636
Vibrio cholerae,666,PAS01224.1,636
Vibrio cholerae,666,PAS00976.1,636
Vibrio cholerae,666,PAR94392.1,636
Vibrio cholerae,666,PAR90469.1,636
Vibrio cholerae,666,PAR87790.1,636
Vibrio cholerae,666,PAR84154.1,636
Vibrio cholerae,666,PAR79472.1,636
Vibrio cholerae,666,PAR76975.1,636
Vibrio cholerae,666,PAR73363.1,636
Vibrio metoecus,1481663,PAR70597.1,636
Vibrio cholerae,666,PAR67679.1,636
Vibrio metoecus,1481663,PAR61719.1,636
Vibrio metoecus,1481663,PAR58852.1,636
Vibrio metoecus,1481663,PAR54788.1,636
Vibrio metoecus,1481663,PAR50728.1,636
Vibrio metoecus,1481663,PAR48604.1,636
Vibrio metoecus,1481663,PAR41953.1,636
Vibrio metoecus,1481663,PAR41436.1,636
Vibrio metoecus,1481663,PAR36378.1,636
Vibrio metoecus,1481663,PAR31449.1,636
Vibrio metoecus,1481663,PAR29759.1,636
Vibrio metoecus,1481663,PAR24711.1,636
Vibrio metoecus,1481663,PAR22495.1,636
Pseudomonas aeruginosa,287,PAP70557.1,650
Pseudomonas aeruginosa,287,PAM86449.1,650
Pseudomonas sp. ERMR1:02,1805930,PAM83450.1,648
Pseudomonas sp. ERMR1:02,1805930,PAM83010.1,646
Pseudomonas sp. Irchel 3A7,2008913,WP_095196419.1,646
Pseudomonas sp. Irchel 3A7,2008913,WP_095192460.1,648
Pseudomonas sp. Irchel 3E19,2008981,WP_095190367.1,648
Pseudomonas sp. Irchel 3H9,2009043,WP_095186165.1,652
Pseudomonas sp. GM48,1144330,WP_007992917.1,648
Pseudomonas sp. GM33,1144329,WP_007978960.1,648
Pseudomonas sp. GM30,1144328,WP_007962017.1,648
Photobacterium marinum,1056511,WP_007463262.1,633
Thioalkalivibrio paradoxus,108010,WP_006748745.1,639
Citrobacter youngae,133448,WP_006687129.1,644
Photobacterium sp. SKA34,121723,WP_006644539.1,636
Achromobacter xylosoxidans,85698,WP_006387938.1,660
Achromobacter xylosoxidans,85698,WP_006387934.1,654
Photobacterium profundum,74109,WP_006228671.1,664
Achromobacter piechaudii,72556,WP_006223940.1,658
Achromobacter piechaudii,72556,WP_006218684.1,656
Photobacterium angustum,661,WP_005366715.1,636
Aeromonas veronii,654,WP_005350997.1,641
Aeromonas veronii,654,WP_005346736.1,641
Aeromonas,642,WP_005337342.1,641
Aeromonas salmonicida,645,WP_005314739.1,641
Aeromonas,642,WP_005302543.1,641
Bordetella bronchiseptica,518,WP_004568311.1,659
Campylobacter rectus,203,WP_004318641.1,643
Citrobacter freundii,546,WP_003825833.1,644
Bordetella bronchiseptica,518,WP_003819556.1,658
Bordetella bronchiseptica,518,WP_003809044.1,658
Alcaligenes faecalis,511,WP_003805377.1,646
Pseudomonas,286,WP_003256007.1,648
Pseudomonas fluorescens,294,WP_003220447.1,652
Comamonas testosteroni,285,WP_003073241.1,654
Atlantibacter hermannii,565,WP_002463808.1,663
Pseudomonas putida TRO1,1227924,ENY74837.1,648
Pseudomonas putida LS46,1193146,EMR44452.1,648
Methylophaga lonarensis MPL,1286106,EMR12345.1,580
Thalassolituus oleivorans MIL-1,1298593,CCU73244.1,660
Photobacterium marinum,1056511,ELR66539.1,633
Pseudomonas putida HB3267,1215088,AGA71151.1,648
Thioalkalivibrio nitratireducens DSM 14787,1255043,AGA32273.1,625
Pseudomonas putida CSV86,1005395,EKX84293.1,643
Pseudomonas sp. UW4,1207075,AFY17321.1,648
Alcaligenes sp. HPC1271,1069631,EKU29537.1,609
Bordetella bronchiseptica 253,568707,YP_006968334.1,658
Candidatus Sulfuricurvum sp. RIFRC-1,1249480,AFV97788.1,653
Alteromonas mediterranea DE1,1004786,AFV85158.1,646
Bordetella bronchiseptica Bbr77,1208659,CCN04546.1,658
Bordetella bronchiseptica MO211,1331239,CCN20044.1,659
Bordetella bronchiseptica 1289,1208657,CCN21952.1,658
Bordetella parapertussis Bpp5,1208660,YP_006897468.1,658
Bordetella bronchiseptica 253,568707,CCJ54190.1,658
Bordetella bronchiseptica MO149,1208658,CCJ57887.1,658
Bordetella parapertussis Bpp5,1208660,CCJ51025.1,658
Cycloclasticus sp. P1,385025,AFT68065.1,634
uncultured bacterium,77133,EKD40489.1,653
Aliivibrio fischeri,668,WP_063646331.1,641
Alteromonas macleodii,28108,WP_061485588.1,645
Alteromonas macleodii,28108,AMN11522.1,645
Aliivibrio wodanis,80852,WP_061029992.1,641
Aliivibrio wodanis,80852,WP_060991857.1,641
Pseudoalteromonas sp. XI10,1766621,WP_058585163.1,672
Pseudoalteromonas sp. XI10,1766621,KTG20291.1,672
Candidatus Berkiella cookevillensis,437022,WP_057624617.1,649
Candidatus Berkiella cookevillensis,437022,KRG18312.1,649
Rhizobacter sp. Root1221,1736433,KQV78190.1,637
Pseudoalteromonas lipolytica,570156,WP_054554373.1,652
Pseudoalteromonas lipolytica,570156,KPM81833.1,652
Alteromonas macleodii,28108,WP_049586458.1,645
Catenovulum maritimum,1513271,WP_048695280.1,649
Catenovulum maritimum,1513271,KMT63946.1,649
Halomonas sp. S2151,579478,WP_045994807.1,642
Pseudomonas chlororaphis,587753,WP_045884986.1,646
Halomonas sp. S2151,579478,KJZ05798.1,642
Cellvibrionaceae bacterium Bs12,1304902,WP_045858107.1,657
Pseudomonas chlororaphis,587753,AKA25989.1,646
Halomonas meridiana,29570,WP_044630741.1,635
Pseudomonas,286,WP_044408853.1,648
Halomonas meridiana,29570,KJD17981.1,635
Acidovorax sp. KKS102,358220,WP_043565047.1,654
Pseudomonas sp. HMP271,1487922,WP_043296701.1,645
Pseudomonas sp. FeS53a,1604022,KIV68116.1,648
Pseudomonas mendocina,300,WP_041980942.1,646
Alteromonas macleodii,28108,WP_039230062.1,645
Alteromonas macleodii,28108,WP_039227142.1,645
Halomonas hydrothermalis,115561,WP_039183844.1,635
Alteromonas macleodii,28108,KHT61255.1,645
Alteromonas macleodii,28108,KHT53033.1,645
Halomonas campaniensis,213554,WP_038476860.1,634
Pseudoalteromonas lipolytica,570156,WP_036971683.1,654
Marinobacter nitratireducens,1137280,WP_036133082.1,666
Pseudohaliea rubra,475795,WP_035514856.1,635
Catenovulum agarivorans,1172192,WP_035015181.1,646
Halomonas hydrothermalis,115561,KHJ49631.1,635
Pseudomonas sp. HMP271,1487922,KGK84131.1,645
Pseudohaliea rubra DSM 19751,1265313,KGE03942.1,635
Marinobacter nitratireducens,1137280,KEF30717.1,690
Ferrimonas kyonanensis,364763,WP_028111395.1,639
Thioalkalivibrio sp. ALM2T,1158184,WP_026333065.1,635
Thioalkalivibrio sp. ALMg13-2,1158167,WP_026331203.1,635
Thioalkalivibrio,106633,WP_026287909.1,635
Halomonas campaniensis,213554,AIA73280.1,634
Methylosarcina lacus,136992,WP_024298800.1,633
Vibrio sp. JCM 18904,1298599,GAJ71811.1,630
Catenovulum agarivorans DS-2,1328313,EWH09380.1,646
Pseudoalteromonas lipolytica SCSIO 04301,1452721,EWH06161.1,654
Vibrio cholerae,666,PJS20476.1,636
Vibrio cholerae,666,PJS16777.1,636
Vibrio cholerae,666,PJS13106.1,636
Vibrio cholerae,666,PJS09382.1,636
Vibrio cholerae,666,PJS05708.1,636
Vibrio cholerae,666,PJS01971.1,636
Vibrio cholerae,666,PJR97835.1,636
Vibrio cholerae,666,PJR92843.1,636
Vibrio cholerae,666,PJR85947.1,636
Vibrio cholerae,666,PJR82431.1,636
Vibrio cholerae,666,PJR78813.1,636
Vibrio cholerae,666,PJR75252.1,636
Vibrio cholerae,666,PJR71562.1,636
Vibrio parahaemolyticus,670,PJR30036.1,637
Vibrio parahaemolyticus,670,PJN46336.1,637
Vibrio fluvialis,676,WP_100269034.1,591
Pseudomonas sp.,306,PJI49455.1,651
Pseudomonas sp.,306,PJI49129.1,647
Pseudomonas sp. WCS365,2054929,PJH85478.1,648
Shewanella carassii,1987584,WP_100143449.1,639
Pseudomonas aeruginosa,287,PJF52333.1,650
Marinomonas sp. BSi20584,1594462,PJE57313.1,649
Piscirickettsiaceae bacterium CG_4_9_14_0_2_um_filter_44_546,1974077,PJC34903.1,648
Zetaproteobacteria bacterium CG_4_9_14_0_2_um_filter_59_191,1974116,PJC19333.1,664
Shewanella sp. CG_4_9_14_0_8_um_filter_42_14,1975536,PJB93108.1,640
Comamonadaceae bacterium CG_4_9_14_3_um_filter_60_33,1973951,PJB44413.1,637
Piscirickettsiaceae bacterium CG_4_9_14_3_um_filter_43_564,1974078,PJA65505.1,648
Zetaproteobacteria bacterium CG_4_9_14_3_um_filter_53_7,1974119,PJA31256.1,644
Piscirickettsiaceae bacterium CG_4_10_14_0_2_um_filter_44_336,1974073,PIZ74872.1,648
Hydrogenophilales bacterium CG_4_10_14_0_8_um_filter_62_70,1974026,PIY98173.1,642
Piscirickettsiaceae bacterium CG_4_10_14_0_8_um_filter_44_742,1974074,PIY77409.1,648
Shewanella sp. CG_4_10_14_0_8_um_filter_42_13,1975534,PIY68481.1,640
Zetaproteobacteria bacterium CG_4_10_14_0_8_um_filter_59_127,1974113,PIY46777.1,664
Comamonadaceae bacterium CG_4_10_14_3_um_filter_60_42,1973947,PIY29862.1,637
Piscirickettsiaceae bacterium CG_4_10_14_3_um_filter_44_349,1974075,PIX78592.1,648
Shewanella sp. CG_4_10_14_3_um_filter_42_91,1975535,PIX72518.1,640
Hydrogenophilales bacterium CG_4_8_14_3_um_filter_62_83,1974029,PIX02567.1,642
Piscirickettsiaceae bacterium CG_4_8_14_3_um_filter_44_38,1974076,PIW76823.1,648
Hydrogenophilales bacterium CG12_big_fil_rev_8_21_14_0_65_61_21,1974033,PIW71634.1,642
Piscirickettsiaceae bacterium CG12_big_fil_rev_8_21_14_0_65_44_934,1974080,PIW57803.1,648
Hydrogenophilales bacterium CG15_BIG_FIL_POST_REV_8_21_14_020_62_31,1974034,PIW38285.1,642
Hydrogenophilales bacterium CG03_land_8_20_14_0_80_62_28,1974032,PIV23633.1,642
Zetaproteobacteria bacterium CG03_land_8_20_14_0_80_59_51,1974122,PIU96801.1,664
Zetaproteobacteria bacterium CG06_land_8_20_14_3_00_59_53,1974123,PIU69448.1,664
Piscirickettsiaceae bacterium CG07_land_8_20_14_0_80_44_28,1974079,PIU38694.1,648
Vibrio parahaemolyticus 1911C,1287654,PIS72255.1,637
Zetaproteobacteria bacterium CG11_big_fil_rev_8_21_14_0_20_59_439,1974125,PIQ64983.1,664
Piscirickettsiaceae bacterium CG18_big_fil_WC_8_21_14_2_50_44_103,1974081,PIQ04131.1,648
Shewanella sp. CG18_big_fil_WC_8_21_14_2_50_42_11,1975538,PIQ00140.1,640
Zetaproteobacteria bacterium CG23_combo_of_CG06-09_8_20_14_all_59_86,1974130,PIO90046.1,664
Paracoccus sp. SYSUP0003,2233774,WP_112873056.1,435
Piscinibacter caeni,1861917,WP_112187826.1,456
Rhodovulum sp. BSW8,2259645,RBO53830.1,459
Pleomorphomonas sp. SM30,1885025,BBE73913.1,461
Paracoccus saliphilus,405559,WP_111301567.1,443
Rhodoblastus acidophilus,1074,RAI19414.1,446
Starkeya novella,921,PZQ84913.1,484
Rhodovulum sulfidophilum,35806,PZQ48416.1,572
Starkeya novella,921,PZQ13751.1,457
Kocuria rhizophila,72000,PZP18663.1,286
Methylobacterium sp. XJLM,1826873,AWV19491.1,485
Bradyrhizobium diazoefficiens,1355477,WP_110116817.1,503
Bradyrhizobium diazoefficiens,1355477,AWO93066.1,503
Plasticicumulans acidivorans,886464,WP_110017501.1,437
Plasticicumulans acidivorans,886464,PWV64880.1,437
Methylobacterium sp. 17Sr1-28,2202827,WP_109962378.1,453
Methylobacterium sp. 17Sr1-43,2202828,WP_109950484.1,512
Methylobacterium sp. 17Sr1-28,2202827,AWN50122.1,453
Methylobacterium sp. 17Sr1-43,2202828,AWN35362.1,512
Azospirillum sp. TSA6c,709813,WP_109491068.1,419
Azospirillum sp. TSH64,652740,WP_109452899.1,419
Bradyrhizobium sp. 3 85S1MB,1404367,AWM08863.1,484
Bradyrhizobium sp. 2 39S1MB,1404768,AWM02628.1,452
Azospirillum brasilense,192,WP_109138932.1,454
Azospirillum sp. TSO22-1,716789,WP_109118920.1,465
Azospirillum sp. TSH58,664962,WP_109069012.1,454
Azospirillum brasilense Sp245,1064539,AWJ92789.1,450
Azospirillum sp. TSH58,664962,AWJ88059.1,454
Azospirillum sp. TSH64,652740,PWC79734.1,427
Azospirillum sp. TSH58,664962,PWC72548.1,452
Azospirillum sp. TSO22-1,716789,PWC52768.1,457
Azospirillum sp. TSA6c,709813,PWC52003.1,427
Methylocystaceae bacterium,2052174,PWB79984.1,441
Methylobacterium organophilum,410,PVY96094.1,493
Azospirillum humicireducens,1226968,WP_108547273.1,443
Bradyrhizobium algeriense,634784,WP_108512884.1,450
gamma proteobacterium symbiont of Ctena orbiculata,1968598,PUB77514.1,445
gamma proteobacterium symbiont of Ctena orbiculata,1968598,PUB77249.1,445
Methylobacterium currus,2051553,AWB24819.1,451
Azospirillum humicireducens,1226968,AWB06974.1,443
Bradyrhizobium sp. MOS003,2133946,WP_106952963.1,452
Bradyrhizobium sp. MOS002,2133947,WP_106946435.1,452
Bradyrhizobium sp. MOS002,2133947,PSO23409.1,452
Bradyrhizobium sp. MOS003,2133946,PSO14105.1,452
Rhizobium tropici,398,WP_106319944.1,457
Rhizobium tropici,398,PRX86214.1,457
Paracoccus denitrificans,266,WP_104492100.1,468
Methylobacter tundripaludum,173365,WP_104429302.1,444
Rhodoblastus acidophilus,1074,PPQ39394.1,446
Methylobacter tundripaludum,173365,PPK75177.1,463
Pseudomonas aeruginosa BL09,1402550,ERV53001.1,650
Pseudomonas aeruginosa BL14,1402555,ERV43972.1,650
Pseudomonas aeruginosa BL10,1402551,ERV41603.1,650
Pseudomonas aeruginosa BL11,1402552,ERV37021.1,650
Pseudomonas aeruginosa BL15,1402556,ERV31606.1,650
Pseudomonas aeruginosa BL16,1402557,ERV30018.1,650
Pseudomonas aeruginosa BL18,1402559,ERV14496.1,650
Pseudomonas aeruginosa BL17,1402558,ERV12993.1,650
Pseudomonas aeruginosa M8A.1,1402567,ERV01975.1,650
Pseudomonas aeruginosa M8A.2,1402568,ERU94863.1,650
Pseudomonas aeruginosa M9A.1,1402571,ERU89774.1,650
Pseudomonas aeruginosa C20,1402572,ERU78705.1,650
Pseudomonas aeruginosa C23,1402573,ERU78397.1,650
Pseudomonas aeruginosa C41,1402575,ERU70387.1,650
Pseudomonas aeruginosa C40,1402574,ERU68460.1,650
Pseudomonas aeruginosa C51,1402577,ERU57607.1,650
Pseudomonas aeruginosa C48,1402576,ERU56440.1,650
Pseudomonas aeruginosa C52,1402578,ERU48215.1,650
Pseudomonas aeruginosa CF77,1402579,ERU38198.1,650
Pseudomonas aeruginosa CF614,1402580,ERU34453.1,650
Pseudoalteromonas ruthenica,151081,WP_022945833.1,658
Psychromonas hadalis,211669,WP_022940777.1,645
Vibrio cholerae HC-36A1,991934,ERP68686.1,636
Vibrio nigripulchritudo SFn27,1238446,CCN89431.1,636
Vibrio nigripulchritudo MADA3020,1238442,CCN47316.1,636
Vibrio nigripulchritudo Wn13,1238451,CCO55841.1,636
Vibrio nigripulchritudo SOn1,1238450,CCO45600.1,636
Vibrio nigripulchritudo SO65,1238449,CCN78463.1,636
Vibrio nigripulchritudo SFn135,1238448,CCO40555.1,636
Vibrio nigripulchritudo MADA3029,1238444,CCN60960.1,636
Vibrio nigripulchritudo MADA3021,1238443,CCN55181.1,636
Vibrio nigripulchritudo FTn2,1238441,CCN43809.1,636
Vibrio nigripulchritudo ENn2,1238432,CCN92914.1,636
Vibrio nigripulchritudo SFn118,1238447,CCN72546.1,636
Vibrio nigripulchritudo Pon4,1238445,CCN64644.1,636
Vibrio nigripulchritudo BLFn1,1238431,CCN83899.1,636
Vibrio nigripulchritudo AM115,1238430,CCN36645.1,636
Vibrio nigripulchritudo,28173,CCO59865.1,636
Vibrio cyclitrophicus FF75,1136163,ERM58391.1,613
Vibrio mimicus CAIM 1883,1400798,ERM52639.1,636
Vibrio mimicus CAIM 1882,1400797,ERM52525.1,636
Halomonas,2745,WP_022522758.1,633
Halomonas huangheensis,1178482,WP_021817288.1,634
Pseudomonas putida group,136845,WP_021785126.1,648
Vibrio azureus,512649,WP_021708269.1,637
Vibrio proteolyticus,671,WP_021706288.1,636
Halomonas huangheensis,1178482,ERL52664.1,634
Vibrio coralliilyticus,190893,WP_021458226.1,636
Pseudomonas alcaligenes,43263,WP_021221130.1,651
Pseudomonas alcaligenes,43263,WP_021218072.1,649
Pectobacterium,122277,WP_103862560.1,650
Candidatus Pectobacterium maceratum,2163650,POY61713.1,650
Candidatus Pectobacterium maceratum,2163650,POY57560.1,650
Candidatus Pectobacterium maceratum,2163650,POY55066.1,650
Candidatus Pectobacterium maceratum,2163650,POY50181.1,650
Pectobacterium atrosepticum,29471,POW31657.1,650
Pectobacterium parmentieri,1905730,POW25661.1,650
Chromobacterium sp. MWU13-2610,2077146,WP_103318679.1,641
Pectobacterium carotovorum,554,WP_103164915.1,650
Pectobacterium carotovorum subsp. odoriferum,78398,POE39747.1,650
Pectobacterium carotovorum subsp. odoriferum,78398,POE33713.1,650
Pectobacterium carotovorum subsp. odoriferum,78398,POE31200.1,650
Pectobacterium carotovorum subsp. odoriferum,78398,POE26518.1,650
Pectobacterium carotovorum subsp. odoriferum,78398,POE22357.1,650
Pectobacterium carotovorum subsp. odoriferum,78398,POE17782.1,650
Pectobacterium carotovorum subsp. odoriferum,78398,POE12902.1,650
Pectobacterium carotovorum subsp. odoriferum,78398,POE11347.1,650
Pectobacterium carotovorum subsp. odoriferum,78398,POE02902.1,650
Pectobacterium carotovorum subsp. odoriferum,78398,POE01820.1,650
Pectobacterium carotovorum subsp. odoriferum,78398,POD95821.1,650
Pectobacterium carotovorum subsp. odoriferum,78398,POD90816.1,650
Chromobacterium sp. MWU13-2610,2077146,POA99380.1,641
Aeromonas hydrophila,644,WP_102987939.1,430
Aeromonas hydrophila,644,PNO63761.1,430
Pectobacterium,122277,WP_102119348.1,650
Aeromonas hydrophila,644,WP_101614341.1,430
Pectobacterium carotovorum,554,PLY35514.1,650
Sedimenticola sp.,1940285,PLY14478.1,632
Sedimenticola selenatireducens,191960,PLX59762.1,653
Desulfobulbaceae bacterium,2053307,PLX51716.1,655
Serratia sp. ATCC 39006,104623,AUH04236.1,646
Pectobacterium peruviense,2066479,PKX86310.1,650
Pectobacterium peruviense,2066479,PKX82956.1,650
Pectobacterium peruviense,2066479,PKX81977.1,650
Serratia sp. ATCC 39006,104623,AUG99916.1,646
Aeromonas hydrophila,644,WP_101149778.1,430
Deltaproteobacteria bacterium HGW-Deltaproteobacteria-13,2013740,PKN50557.1,652
Deltaproteobacteria bacterium HGW-Deltaproteobacteria-2,2013747,PKN36471.1,652
Aeromonas hydrophila,644,PKD24546.1,430
Pectobacterium atrosepticum,29471,WP_100675250.1,650
Pectobacterium atrosepticum,29471,ATY91829.1,650
Pectobacterium carotovorum subsp. brasiliense,180957,ATV45766.1,650
Kosakonia pseudosacchari,1646340,WP_097400877.1,647
